"c0b51d36-8943-4d9c-ae59-1acef4a341ba",,,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Large - more than 10 crores",,,
"3499b902-7fe7-415b-a5e2-435c8dbda538","Fly Ash Bricks",23921,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"Industries"
"f9481913-863f-44bf-9798-430c41852aa8",,"10711, 10712, 10719",0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Medium - more than 5 crores and less than 10 crores",,,
"0b886542-0f56-4ec4-98c4-df9aebdaca11",,,0,0,"None of these",,"New Project (Existing Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"4253da0d-c311-4481-830d-75bb85c67a8f",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"FABRICTION OF STEEL AND IRON"
"fdf526cc-00e5-4895-90cc-7096cb79af37","mfg. of plastic products",22209,0,1,"Export Oriented",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"plastic products"
"36a750d6-2ab7-4b00-a640-a12742934e32","MACHINING TREATMENT AND COATING OF METALS",,0,0,"None of these",,"New Project (New Site)","Other Industries","Medium - more than 5 crores and less than 10 crores",,,"SERVICE"
"223e620f-fef6-4127-98f0-05120abc3c95","Refining of used oil",,0,0,"None of these",,"New Project (Existing Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Refining of used Oil"
"84de474e-210c-4ccd-bfa1-d999585845c6","Plastic Products",22209,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Industries"
"52c91637-fd00-4095-88c1-eebf68e663ac","PRODUCTION OF MUSHROOMS",,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"d82d566a-bff8-41af-8a70-1272fce97ed3",,,0,0,"None of these",,"New Project (Existing Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"0cb7237d-b0ad-4cb8-b68a-ec74286d210b","ManufacturingDesigning of Furniture Goods and Articles Seasoning of Goods",,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"ManufacturingDesigning of Furniture Goods and Articles Seasoning of Goods"
"32bc9f27-13b8-4a44-b3b1-fd366df2c097",,13999,0,0,"None of these",,"New Project (New Site)","Textiles/ Apparel/ Knitting/ Embroidery/ Technical textiles","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"4fe0f6a5-e87f-4e10-a0cb-f7659cce30b8","Logistic Park",,0,1,"None of these",,"New Project (New Site)","Other Industries","Large - more than 10 crores",,,"Warehouse"
"834a0e23-c332-434e-98fc-3a0df1332e4a","API Manufacturing",,0,0,"Highly Technical",,"New Project (New Site)","Pharmaceutical Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"a80961eb-f2e5-4c68-92b8-a03bc3ddc2fe","Industrial project",10619,0,0,"None of these",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Small - more than 25 lakhs and less �than or upto 5 crores",,,
"38b0f3bd-01fe-4513-9433-44a21d8b1cf7","warehousing and logistics",,0,0,"None of these",,"New Project (New Site)","Other Industries","Large - more than 10 crores",,,"warehousing and logistics"
"0f5045ab-d314-4561-a080-1c2cf406f200",,,0,0,"Export Oriented",,"Expansion Project","Textiles/ Apparel/ Knitting/ Embroidery/ Technical textiles","Medium - more than 5 crores and less than 10 crores",,,
"a4184722-5dcb-4a44-9e17-97d3e09cb36f",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"bag and other"
"a3419c5b-d4b2-40a2-8964-df90dbd4d025",,,0,0,"None of these",,"New Project (New Site)","Other Industries","Micro - upto 25 lakhs",,,"BIO. TOILET"
"4681b2e5-2d30-45b0-8f70-cc5d53baec70","MEAT PLANT",,0,0,"Export Oriented",,"New Project (New Site)","Agro-based, Food Processing and Allied Industry","Large - more than 10 crores",,,
"9670cc10-6d87-45eb-9da7-a17707ac17b4","Jute Bags",,0,0,"None of these",,"New Project (New Site)","Other Industries","Small - more than 25 lakhs and less �than or upto 5 crores",,,"Mfg of Jute Bags"
