"35ca2991-bd26-4694-ae2e-d6fb4eb2fec7",36000,"Boiler","Electricity","Cyclone Separator"
"b4f1db09-218b-4494-aa2d-52b47a036b8b",1000,"Boiler","Coal","Cyclone Separator"
"2b54a75e-3cad-41b0-a61b-21b7ff7d1a66",25,"DG Set","HSD","Scrubber"
"a3004427-2ee9-45d1-b36f-9a1b925ea612",0.15,"Furnace","HSD","Cyclone Separator"
"cae6e770-db54-4dd0-a19e-c2e964164792",0.5,"Boiler","Coal","Cyclone Separator"
"44fdf7f8-9897-4138-a2f5-889f5e9de6c8",625,"DG Set","HSD","Scrubber"
"f1d1c8bb-c4fe-4723-8fce-d9ca1c347ecb",0,"Not Applicable","NA","NA"
"6bdd7b4a-0ef8-4c02-933f-a8ee4eae0c09",0,"Not Applicable","NA","NA"
"f2e26284-7f16-4e62-930f-bec1c113b5c3",0,"Not Applicable","NA","NA"
"a257106d-68a6-4f54-819f-7af6ed036580",0,"Not Applicable","NA","NA"
"74346803-493a-404b-8f71-a35b5e27dc18",0,"Not Applicable","NA","NA"
"d86e9868-65e6-434b-b00a-80e7d11ae97c",60,"DG Set","HSD","ESP(ElectroStatic Presipretator)"
"2aa5b53c-f53d-4def-9fab-591ba3e51fd0",0,"Not Applicable","NA","NA"
"cf4c3dfa-2155-4b27-bdc5-8fd879640a8f",0,"Not Applicable","NA","NA"
"80f593ea-57b8-428d-85ad-9c781e6a339b",0,"Not Applicable","NA","NA"
"8eba6a97-72ac-49c1-8584-523737be3e6d",0,"Not Applicable","NA","NA"
"a00b9da6-5161-4381-8e18-9052f80276a8",2500,"DG Set","HSD","Adequate Stack Height Only"
"1fd683a7-15e4-48dc-91e0-2e1a2c812e8e",45,"DG Set","Other - Diesel","Bag Filters"
"4b25c4a3-aa31-4217-9d9f-8a3d69b4bed2",0,"Not Applicable","NA","NA"
"ed0e641f-c414-47b3-aad7-b28394bb304c",1,"Furnace","Coal","Adequate Stack Height Only"
"9ebbc930-74e8-4e8c-b4e6-2328cb4a246a",1.5,"Boiler","Pet Coke","Cyclone Separator"
"1d52bffb-3219-4a19-906b-6d15c40b4ed4",500,"DG Set","Electricity","ESP(ElectroStatic Presipretator)"
"d9704f1c-beb1-4fb5-87b9-02db1a686c6d",0,"Not Applicable","NA","NA"
"e403c323-65ff-48f0-b364-a015e1fa996b",0,"Not Applicable","NA","NA"
"ed3b7258-82c6-44fa-ab1c-0d512769a319",1,"Furnace","Coal","Gravity Dust Settling Chamber"
"8bd6fefe-ab3d-465b-86f4-f07c7305cbaf",0,"Not Applicable","NA","NA"
"78d1e67d-1a5b-4a3b-a47e-00f4fff605d2",20,"DG Set","HSD","Scrubber"
"2be223db-cd1c-45f3-91c0-59847a80a556",0,"Not Applicable","NA","NA"
"a2ccc404-8205-458c-8871-aa3b5f957b7c",0,"Not Applicable","NA","NA"
"26090bcb-45a0-4c7d-ba49-67478e125037",2500,"DG Set","HSD","Adequate Stack Height Only"
"ec031f3b-d3e0-4fc0-a64a-3a6cdb38e2a9",0,"Not Applicable","NA","NA"
"0cb741fd-317f-4eeb-ba63-06d6bab1a1ff",1,"Furnace","Electricity","Scrubber"
"58fe7dc4-a33e-4c78-b925-66a098a37049",50,"DG Set","HSD","Adequate Stack Height Only"
"de0ada50-ef72-434b-972b-a7fe8ed37751",50,"DG Set","HSD","Adequate Stack Height Only"
"5617c9de-22c1-4be4-95f2-424effab6aca",0,"Not Applicable","NA","NA"
"1fa98e82-d605-4ab7-b577-21c486aa9ffd",160,"DG Set","HSD","Adequate Stack Height Only"
"5292eab9-5980-47cc-a2f3-dfceb238a657",160,"DG Set","HSD","Adequate Stack Height Only"
"d8c0bb28-fc3f-48e4-a11d-00c033b316da",0,"Not Applicable","NA","NA"
"d9a4cce8-da07-441f-9be4-88d63320bc87",10,"DG Set","Other - DIESEL","Gravity Dust Settling Chamber"
"8237e9ff-7e7c-4a44-acd9-15d42e313d0f",0.1,"DG Set","Electricity","Cyclone Separator"
"515a4bb2-ba6a-47ac-9d4c-5ab2bdf8c029",0,"Not Applicable","NA","NA"
"3152001b-7d9c-4c58-92cf-0e760142dac2",0.1,"DG Set","Electricity","Cyclone Separator"
"407def5f-1adf-4d6c-aa82-4562bcf59cba",0,"Not Applicable","NA","NA"
"16ba381f-0e18-46e5-85d8-0fe2095c3ae5",5,"DG Set","Electricity","Multi-Cyclone Separator"
"a0d49a21-1aad-4eb6-bf64-dcfbbc8c9c08",0,"Not Applicable","NA","NA"
"a85f22e4-a9ab-4d5b-be48-0a4682bc857b",500,"DG Set","HSD","Adequate Stack Height Only"
"c180d9cb-ad8b-4c1a-b17c-6e591c884439",5,"TG Set","Electricity","Gravity Dust Settling Chamber"
"6942c62e-48af-4278-adf0-22f26adf2584",63,"DG Set","HSD","Adequate Stack Height Only"
"7cadfe86-f707-4077-b6fa-511390643027",1.5,"Boiler","Other - WOODEN","Adequate Stack Height Only"
"7e3c29f3-ed01-45de-8bdf-5af0f4869c11",0,"Not Applicable","NA","NA"
"1b1a92f8-8874-4932-98a7-385216237200",1.25,"DG Set","Furence Oil","ESP(ElectroStatic Presipretator)"
"7521ba43-6b9a-4333-a2c5-5a5235a56f2f",380,"DG Set","HSD","Adequate Stack Height Only"
"13b3afed-5493-4944-a5fb-3a7589d73536",1630,"DG Set","HSD","Adequate Stack Height Only"
"42c6ec59-47df-405a-932d-376503a50926",0.1,"DG Set","Electricity","Cyclone Separator"
"3557a4a4-8e55-4e13-8338-307294a1db1f",0.1,"Process Emission","Electricity","Adequate Stack Height Only"
"0a005be0-fd82-412f-8f3a-7058c01c1467",15,"Boiler","Electricity","ESP(ElectroStatic Presipretator)"
