9B8C37DF-41F5-4CED-8FCE-38BD2D206715,0,Not Applicable,NA,NA,2016-08-04,2016-08-04,3499B902-7FE7-415B-A5E2-435C8DBDA538
D92DA3EF-8591-45A7-823E-58F1E7E8BDFC,20,DG Set,Electricity,ESP(ElectroStatic Presipretator),2016-08-06,2016-08-06,0B886542-0F56-4EC4-98C4-DF9AEBDACA11
452B97EC-3E69-4E00-9336-5BFE1218A836,0,Not Applicable,NA,NA,2016-08-06,2016-08-06,4253DA0D-C311-4481-830D-75BB85C67A8F
88550760-F335-44CA-BB73-C743E9FEFCD5,125,DG Set,HSD,Adequate Stack Height Only,2016-08-06,2016-08-06,FDF526CC-00E5-4895-90CC-7096CB79AF37
12B020C0-512B-494A-A6F1-9A08BEBABB9A,0,Not Applicable,NA,NA,2016-08-06,2016-08-06,36A750D6-2AB7-4B00-A640-A12742934E32
A2B9B7C7-B6F0-4083-9B6B-380D65B6501E,0,Not Applicable,NA,NA,2016-08-08,2016-08-08,223E620F-FEF6-4127-98F0-05120ABC3C95
91161B58-9C59-49FD-9DE2-3E14415A2BA0,70,DG Set,HSD,Adequate Stack Height Only,2016-08-08,2016-08-08,52C91637-FD00-4095-88C1-EEBF68E663AC
554EF77A-0D84-4AEB-8519-A2B124576477,20,Boiler,Coal,Trima Cyclone,2016-08-08,2016-08-08,D82D566A-BFF8-41AF-8A70-1272FCE97ED3
29D2D4A8-BA92-42F6-8AA5-974F8C943783,0,Not Applicable,NA,NA,2016-08-09,2016-08-09,0CB7237D-B0AD-4CB8-B68A-EC74286D210B
372C5F1A-15CA-4652-B660-E7E9A4440CA6,250,DG Set,HSD,Adequate Stack Height Only,2016-08-10,2016-08-10,4FE0F6A5-E87F-4E10-A0CB-F7659CCE30B8
7587272F-53A0-4172-9941-FF028453E34F,0,Not Applicable,NA,NA,2016-08-12,2016-08-12,A80961EB-F2E5-4C68-92B8-A03BC3DDC2FE
27CA2965-84B1-4671-92E0-2ED9D864F486,80,DG Set,HSD,Gravity Dust Settling Chamber,2016-08-12,2016-08-12,38B0F3BD-01FE-4513-9433-44A21D8B1CF7
3C6F6101-4D7B-4C1F-8442-6EFC63D78391,0,Not Applicable,NA,NA,2016-08-14,2016-08-14,A3CAA5DC-4E74-419D-B7C4-05652FC2A4C9
8B0A354B-B101-4027-A484-A82BBD237A04,0.5,Furnace,Pet Coke,Cyclone Separator,2016-08-14,2016-08-14,0F5045AB-D314-4561-A080-1C2CF406F200
39C59626-DE2C-487F-895E-AB793A23C7EF,0,Not Applicable,NA,NA,2016-08-16,2016-08-16,A4184722-5DCB-4A44-9E17-97D3E09CB36F
A4C733A8-4B47-4D8C-843E-726B77A1E8B8,5,DG Set,Electricity,Scrubber,2016-08-17,2016-08-17,A3419C5B-D4B2-40A2-8964-DF90DBD4D025
25A7625D-FC4B-47D2-919E-8C2875412446,500,DG Set,HSD,Scrubber,2016-08-19,2016-08-19,C0B51D36-8943-4D9C-AE59-1ACEF4A341BA
7839BF82-4D24-4102-8450-005166D67F7A,2,Process Emission,Electricity,Cyclone Separator,2016-08-19,2016-08-19,9670CC10-6D87-45EB-9DA7-A17707AC17B4
5A8DAB01-9605-43EE-A44F-D0210A0B7440,0,Not Applicable,NA,NA,2016-08-19,2016-08-19,30E22EB9-1937-4338-A4A2-FFDE138F9E96
3C4C0EE0-963A-4DB2-B7C7-A50DF00E107A,0,Not Applicable,NA,NA,2016-08-20,2016-08-20,D7CFEBA4-49C5-4D8A-8015-9D1D367C5C3C
D59C0E6F-9E44-4608-B23F-E70BE815D082,0,Not Applicable,NA,NA,2016-08-21,2016-08-21,D69A2464-64E6-4167-8F81-DBC1DBFD5FC9
FE6ACEC2-956F-4D5C-A17B-760F0A37FEB6,82.5,DG Set,Electricity,Bag Filters,2016-08-23,2016-08-23,0C6C90C6-72B2-4310-8144-85A1EC6FD347
8E19E5A7-58A6-400D-A7B2-03EBDA962EF0,0.01,Process Emission,Coal,Gravity Dust Settling Chamber,2016-08-24,2016-08-24,08235088-FDAC-4151-BE3A-C65908BDD39B
948D1681-6FB9-4F53-A821-F5BAE34712A5,2,Boiler,Other - Agrowaste/ Wood,Cyclone Separator,2016-08-25,2016-08-25,D3E4195A-80BA-4A2F-B9EC-6DBA4BC17FE6
27079786-E56D-4743-A6B9-15E54A9B1623,125,DG Set,HSD,Adequate Stack Height Only,2016-08-25,2016-08-25,D3E4195A-80BA-4A2F-B9EC-6DBA4BC17FE6
BCB207F9-865A-4DE3-8BE6-B02E19EEC353,0.15,Furnace,Coal,Bag Filters,2016-08-26,2016-08-26,7B0C6F54-EA01-454F-A17A-0D930985ED6C
D6B3D4E0-293F-40D0-B1AE-7654E8194886,100,DG Set,HSD,Adequate Stack Height Only,2016-08-26,2016-08-26,FFE7E8F1-894C-4903-96DA-EDD3156B327B
04CB6E8C-0BFC-4257-A05A-4EEE4064B707,0,Not Applicable,NA,NA,2016-08-26,2016-08-26,3460FDE7-FC90-417A-920D-B29E31453053
41D137F7-2DED-441A-BF9E-54A02B988C65,100,Boiler,Electricity,Multi-Cyclone Separator,2016-08-26,2016-08-26,CB954FA1-209F-4667-AAA8-C163EE01580B
0597917F-23F2-4790-B3E9-B4DE338F4A00,70,DG Set,HSD,Adequate Stack Height Only,2016-08-26,2016-08-26,A0763BC9-2026-4D58-A2FE-82D4E9156DD1
5616DF58-0283-4878-9E45-88CD52000FAE,50,DG Set,HSD,Cyclone Separator,2016-08-26,2016-08-26,B50182F7-CCDF-4465-9AA0-098C567FE580
D80D244B-8503-444C-B025-6D3FD9300FAD,0.01,DG Set,HSD,Adequate Stack Height Only,2016-08-28,2016-08-28,6DCA64C5-5181-4786-9B5F-B31D00101024
D9BF07C3-D4AE-44C3-9E8C-C73EA0F2CF49,3240,DG Set,HSD,Adequate Stack Height Only,2016-08-28,2016-08-28,A2811D63-46C3-493B-8961-0B6E6E091626
33819E2B-5142-43AA-A5D7-C1585044BCAD,50,DG Set,Electricity,Cyclone Separator,2016-08-29,2016-08-29,4B906EC8-C0D4-4AA5-821F-74D492A62146
