38233110-53E9-4D4D-8D87-630CF7F9BBD4,09F87C5D-B52A-4525-90E1-542A8EFC5403,NIL,GENERAL,0,01-10-2017,25-01-2017,25-01-2017
34C2BADB-B3E3-4BFF-AAD6-8898ED311ED8,CB9A9203-4524-4DD2-99E4-16FE5FB6028F,1st ,Machinery Spare Parts,0,01-11-2017,02-02-2017,02-02-2017
2B2428CA-E4EB-4295-AEEE-E7B31C35EC6C,AF28728B-05FC-4FA6-B0D1-6CF3D3783D7F,Phase-1,         Auto Components,75,17-04-2017,28-01-2017,28-01-2017
D7DDE9D2-F58E-488B-8757-8ABF43AD678C,24E75258-B938-405A-838B-9E3455C0255F,VI,Readymade Garment,0,01-07-2015,31-01-2017,31-01-2017
6964517A-C0E0-4DF7-8787-837A10F01BD3,A0D20923-F893-46FE-9EEB-AA54D3A118A4,Phase-I,Food,40,01-01-2019,20-02-2017,20-02-2017
FEC06EBF-EFF6-4CCA-A468-87D511B33FAC,023552AE-CC5E-42E6-ACFB-22BE4762B5C0,0,Electricals (LED Bulb),0,01-05-2017,21-02-2017,21-02-2017
B5C13215-2C0E-4EE7-83C2-6F06F66ABF49,71DCE011-0442-48CC-A9AA-8384A5B5700E,COMPLETE,COTTON WASTE YARN,8,01-10-2017,06-03-2017,06-03-2017
8BD5E7EA-FEEB-4A6F-AD96-37C94561D7A9,8969D271-2370-4E75-AA33-633C79E254C6,1,Highly Technical,2.5,15-05-2017,03-03-2017,03-03-2017
C79BE251-2858-40BD-B2D4-19AF41E0FEB8,4C99C30F-0699-4092-A062-FF24184D4966,INITIATION AND SETTING UP,BUILDING,1,07-03-2017,07-03-2017,07-03-2017
4B91EB71-A92B-4C58-A441-08358C121D6D,4C99C30F-0699-4092-A062-FF24184D4966,PLANT SET UP,MACHINERY,4,01-05-2017,07-03-2017,07-03-2017
603FBF39-2517-4E04-B6AD-BBAB9F2C4EA1,7D7ED632-CCB6-4CEE-B86E-492469F6909C,FINAL PHASE,BOPP BAGS,2.7,01-05-2017,15-03-2017,15-03-2017
4BA464ED-EA71-487C-8E50-4F07847A1E1C,47CB7422-29EA-42E6-B5A5-F0C1E874A4CB,1,AC and Washing Machine,1,30-03-2016,22-03-2017,22-03-2017
8BA4B8C6-1F2D-4DB9-9DC1-7B8B51D10136,47CB7422-29EA-42E6-B5A5-F0C1E874A4CB,2,Refrigerator,1,29-03-2018,22-03-2017,22-03-2017
