BC61B6B2-AD5B-4F7A-82D1-C75CA9BA22EC,"Normal sewerage effluent discharge,cotton cloth with ink residue ",0.4,Non-Hazardous,Other,29-12-2016,29-12-2016,3CCE371C-87FE-4705-AEB0-91A36A81035C
8100A6AA-4C12-469C-8686-7A82821E9036,SEED PROCESSING NO WASTE,0,Non-Hazardous,Other,19-01-2017,19-01-2017,276C2200-1895-4FB9-8836-298DCB9ED6E4
E78CCC34-5C54-41BE-8984-0ED2E1EC0971,Septic Tank,2,Hazardous,Sold to Registered Recycler,10-01-2017,10-01-2017,0890F645-FAFE-4DBA-96D0-3E6F2540F162
C5B0C03E-3680-49F4-8924-D93C83470230,Septic tank,2,Hazardous,On To Land for filling,10-01-2017,10-01-2017,0890F645-FAFE-4DBA-96D0-3E6F2540F162
1432474B-E290-4C87-A098-B79C3C9388D6,Sand,0.01,Non-Hazardous,On To Land for filling,28-01-2017,28-01-2017,B1338804-9705-494F-A206-D27A2AE7ACD7
0665ED65-32ED-450A-80C6-D573783AE117,Metal Dust,0.01,Non-Hazardous,Sold to Registered Recycler,17-01-2017,17-01-2017,F233DCEB-6B3B-4B6C-B73E-9D8E0095D4B9
7E0B112B-8FDB-4CF5-AA81-17423827A4C0,Production ,0.1,Non-Hazardous,Sold to Registered Recycler,19-01-2017,19-01-2017,73FEA7A6-D57C-4C6E-B99C-CD4B0B01A749
958BB1B5-0726-4D53-8660-647FDCC4CAFB,wood dust,2,Non-Hazardous,Other,20-01-2017,20-01-2017,D512FA24-5607-43E1-9DD1-C191A52D8990
715A97C6-7DB7-4728-9152-04C55C35E94C,Empty Cashew Shells,7.5,Non-Hazardous,Sold to Registered Recycler,28-01-2017,28-01-2017,F0265247-9362-48C2-8479-B833D552BDE9
B011B8E9-D133-4C4D-A509-A9D63AA3848D,WASTE PAPER,5,Non-Hazardous,Other,24-01-2017,24-01-2017,26B96354-2821-4249-A75F-7EB4B3E0B363
E021E023-B876-4758-8923-36ED53C9E953,Not Applicable,200,Non-Hazardous,On To Land for filling,04-03-2017,04-03-2017,FF6A408D-7BC0-448A-B9FF-81E4C6C1A977
BBC51190-ED37-4F64-BB97-6A78CE7A4FC1,COW DUNG,4,Non-Hazardous,On To Land for filling,25-01-2017,25-01-2017,6A5B00E0-CC50-44BF-BBD7-2537F027587C
6FECDAE7-EED3-4E12-8C50-F06B50223617,OTHERS,0.01,Non-Hazardous,Other,24-01-2017,24-01-2017,E3EE7C5E-41DB-47DD-900A-ADC443BA6AC4
30F300B8-96E1-4E86-988F-57A92E9B2071,RECYCLING,20,Hazardous,TSDF Site,25-01-2017,25-01-2017,677F6D5B-C3FC-4090-8B1A-C43D5AFABD5C
E807A2C6-8B8B-44C3-8B13-5BBFB05F7EF2,Carton Box (Paper),0.2,Non-Hazardous,Sold to Registered Recycler,25-01-2017,25-01-2017,E33215B1-53C9-407F-B3C1-CD3F10560755
3B2034E3-810A-435A-9380-BA29D0FEBB51,Nil,0.01,Non-Hazardous,Other,02-02-2017,02-02-2017,CB9A9203-4524-4DD2-99E4-16FE5FB6028F
ED3782D5-611E-4E46-A678-6CF8014DA086,Sewerage,10,Non-Hazardous,Other,28-01-2017,28-01-2017,AF28728B-05FC-4FA6-B0D1-6CF3D3783D7F
232A97DD-D269-42FA-B2F2-BC6E6C9D1324,WASTE WATER,0.5,Hazardous,Sold to Registered Recycler,31-01-2017,31-01-2017,B4A28A2F-E963-40AC-A310-DF45ABBDB780
559D91DC-CF56-44AE-A741-703DDE219C4B,Solid Waste,5,Non-Hazardous,Sold to Registered Recycler,31-01-2017,31-01-2017,24E75258-B938-405A-838B-9E3455C0255F
9D2B5B40-2B4C-47FD-83B0-4A9AAEC7A182,WASTE PAPER,1,Non-Hazardous,Other,01-02-2017,01-02-2017,1C92A45D-095D-42E6-8617-202E4C476458
C3077934-B79B-4B6E-A9AB-CDCE3944FA3D,MISCLEENOUS,0,Non-Hazardous,On To Land for filling,14-02-2017,14-02-2017,BFD2E233-855D-41D5-837C-78B3C71EE41A
BD01179B-06A0-43FD-A162-27AABB76AB66,ETP Sludge,0,Hazardous,TSDF Site,09-02-2017,09-02-2017,01A935FD-0E93-44A0-9FC2-534FAC124895
